course_name,section,related_book,vocabulary
"20th Century American Canon","Week 30","American Psycho (Bret Easton Ellis)",
"20th Century British Canon","Week 1","Howard’s End (E.M. Forster)",
"20th Century British Canon","Week 2","Howard’s End (E.M. Forster)",
"20th Century British Canon","Week 3","Howard’s End (E.M. Forster)",
"20th Century British Canon","Week 4","Howard’s End (E.M. Forster)",
"20th Century British Canon","Week 5","Howard’s End (E.M. Forster)",
"20th Century British Canon","Week 6","To the Lighthouse (Virginia Woolf)",
"20th Century British Canon","Week 7","To the Lighthouse (Virginia Woolf)",
"20th Century British Canon","Week 8","To the Lighthouse (Virginia Woolf)",
"20th Century British Canon","Week 9","To the Lighthouse (Virginia Woolf)",
"20th Century British Canon","Week 10","To the Lighthouse (Virginia Woolf)",
"20th Century British Canon","Week 11","Brave New World (Aldous Huxley)",
"20th Century British Canon","Week 12","Brave New World (Aldous Huxley)",
"20th Century British Canon","Week 13","Brave New World (Aldous Huxley)",
"20th Century British Canon","Week 14","Brave New World (Aldous Huxley)",
"20th Century British Canon","Week 15","Brave New World (Aldous Huxley)",
"20th Century British Canon","Week 16","Waiting for Godot (Samuel Beckett)",
"20th Century British Canon","Week 17","Waiting for Godot (Samuel Beckett)",
"20th Century British Canon","Week 18","Waiting for Godot (Samuel Beckett)",
"20th Century British Canon","Week 19","Waiting for Godot (Samuel Beckett)",
"20th Century British Canon","Week 20","Waiting for Godot (Samuel Beckett)",
"20th Century British Canon","Week 21","The Remains of the Day (Kazuo Ishiguro)",
"20th Century British Canon","Week 22","The Remains of the Day (Kazuo Ishiguro)",
"20th Century British Canon","Week 23","The Remains of the Day (Kazuo Ishiguro)",
"20th Century British Canon","Week 24","The Remains of the Day (Kazuo Ishiguro)",
"20th Century British Canon","Week 25","The Remains of the Day (Kazuo Ishiguro)",
"20th Century British Canon","Week 26","The Golden Notebook (Doris Lessing)",
"20th Century British Canon","Week 27","The Golden Notebook (Doris Lessing)",
"20th Century British Canon","Week 28","The Golden Notebook (Doris Lessing)",
"20th Century British Canon","Week 29","The Golden Notebook (Doris Lessing)",
"20th Century British Canon","Week 30","The Golden Notebook (Doris Lessing)",
"20th Century French Canon","Week 1","The Little Prince (Antoine de Saint-Exupéry)",
"20th Century French Canon","Week 2","The Little Prince (Antoine de Saint-Exupéry)",
"20th Century French Canon","Week 3","The Little Prince (Antoine de Saint-Exupéry)",
"20th Century French Canon","Week 4","The Little Prince (Antoine de Saint-Exupéry)",
"20th Century French Canon","Week 5","The Little Prince (Antoine de Saint-Exupéry)",
"20th Century French Canon","Week 6","The Stranger (Albert Camus)",
"20th Century French Canon","Week 7","The Stranger (Albert Camus)",
"20th Century French Canon","Week 8","The Stranger (Albert Camus)",
"20th Century French Canon","Week 9","The Stranger (Albert Camus)",
"20th Century French Canon","Week 10","The Stranger (Albert Camus)",
"20th Century French Canon","Week 11","In Search of Lost Time (Marcel Proust - Selections)",
"20th Century French Canon","Week 12","In Search of Lost Time (Marcel Proust - Selections)",
"20th Century French Canon","Week 13","In Search of Lost Time (Marcel Proust - Selections)",
"20th Century French Canon","Week 14","In Search of Lost Time (Marcel Proust - Selections)",
"20th Century French Canon","Week 15","In Search of Lost Time (Marcel Proust - Selections)",
"20th Century French Canon","Week 16","Journey to the End of Night (Louis-Ferdinand Céline)",
"20th Century French Canon","Week 17","Journey to the End of Night (Louis-Ferdinand Céline)",
"20th Century French Canon","Week 18","Journey to the End of Night (Louis-Ferdinand Céline)",
"20th Century French Canon","Week 19","Journey to the End of Night (Louis-Ferdinand Céline)",
"20th Century French Canon","Week 20","Journey to the End of Night (Louis-Ferdinand Céline)",
"20th Century French Canon","Week 21","Bonjour Tristesse (Françoise Sagan)",
"20th Century French Canon","Week 22","Bonjour Tristesse (Françoise Sagan)",
"20th Century French Canon","Week 23","Bonjour Tristesse (Françoise Sagan)",
"20th Century French Canon","Week 24","Bonjour Tristesse (Françoise Sagan)",
"20th Century French Canon","Week 25","Bonjour Tristesse (Françoise Sagan)",
"20th Century French Canon","Week 26","The Elementary Particles (Michel Houellebecq)",
"20th Century French Canon","Week 27","The Elementary Particles (Michel Houellebecq)",
"20th Century French Canon","Week 28","The Elementary Particles (Michel Houellebecq)",
"20th Century French Canon","Week 29","The Elementary Particles (Michel Houellebecq)",
"20th Century French Canon","Week 30","The Elementary Particles (Michel Houellebecq)",
"20th Century Italian Canon","Week 1","The Name of the Rose (Umberto Eco)",
"20th Century Italian Canon","Week 2","The Name of the Rose (Umberto Eco)",
"20th Century Italian Canon","Week 3","The Name of the Rose (Umberto Eco)",
"20th Century Italian Canon","Week 4","The Name of the Rose (Umberto Eco)",
"20th Century Italian Canon","Week 5","The Name of the Rose (Umberto Eco)",
"20th Century Italian Canon","Week 6","Zeno’s Conscience (Italo Svevo)",
"20th Century Italian Canon","Week 7","Zeno’s Conscience (Italo Svevo)",
"20th Century Italian Canon","Week 8","Zeno’s Conscience (Italo Svevo)",
"20th Century Italian Canon","Week 9","Zeno’s Conscience (Italo Svevo)",
"20th Century Italian Canon","Week 10","Zeno’s Conscience (Italo Svevo)",
"20th Century Italian Canon","Week 11","The Moon and the Bonfires (Cesare Pavese)",
"20th Century Italian Canon","Week 12","The Moon and the Bonfires (Cesare Pavese)",
"20th Century Italian Canon","Week 13","The Moon and the Bonfires (Cesare Pavese)",
"20th Century Italian Canon","Week 14","The Moon and the Bonfires (Cesare Pavese)",
"20th Century Italian Canon","Week 15","The Moon and the Bonfires (Cesare Pavese)",
"20th Century Italian Canon","Week 16","If on a Winter’s Night a Traveler (Italo Calvino)",
"20th Century Italian Canon","Week 17","If on a Winter’s Night a Traveler (Italo Calvino)",
"20th Century Italian Canon","Week 18","If on a Winter’s Night a Traveler (Italo Calvino)",
"20th Century Italian Canon","Week 19","If on a Winter’s Night a Traveler (Italo Calvino)",
"20th Century Italian Canon","Week 20","If on a Winter’s Night a Traveler (Italo Calvino)",
"20th Century Italian Canon","Week 21","Invisible Cities (Italo Calvino)",
"20th Century Italian Canon","Week 22","Invisible Cities (Italo Calvino)",
"20th Century Italian Canon","Week 23","Invisible Cities (Italo Calvino)",
"20th Century Italian Canon","Week 24","Invisible Cities (Italo Calvino)",
"20th Century Italian Canon","Week 25","Invisible Cities (Italo Calvino)",
"20th Century Italian Canon","Week 26","One, No One, and One Hundred Thousand (Luigi Pirandello)",
"20th Century Italian Canon","Week 27","One, No One, and One Hundred Thousand (Luigi Pirandello)",
"20th Century Italian Canon","Week 28","One, No One, and One Hundred Thousand (Luigi Pirandello)",
"20th Century Italian Canon","Week 29","One, No One, and One Hundred Thousand (Luigi Pirandello)",
"20th Century Italian Canon","Week 30","One, No One, and One Hundred Thousand (Luigi Pirandello)",
"20th Century Novels of the Diaspora","Week 1","The Sympathizer (Viet Thanh Nguyen)",
"20th Century Novels of the Diaspora","Week 2","The Sympathizer (Viet Thanh Nguyen)",
"20th Century Novels of the Diaspora","Week 3","The Sympathizer (Viet Thanh Nguyen)",
"20th Century Novels of the Diaspora","Week 4","The Sympathizer (Viet Thanh Nguyen)",
"20th Century Novels of the Diaspora","Week 5","The Sympathizer (Viet Thanh Nguyen)",
"20th Century Novels of the Diaspora","Week 6","The Namesake (Jhumpa Lahiri)",
"20th Century Novels of the Diaspora","Week 7","The Namesake (Jhumpa Lahiri)",
"20th Century Novels of the Diaspora","Week 8","The Namesake (Jhumpa Lahiri)",
"20th Century Novels of the Diaspora","Week 9","The Namesake (Jhumpa Lahiri)",
"20th Century Novels of the Diaspora","Week 10","The Namesake (Jhumpa Lahiri)",
"20th Century Novels of the Diaspora","Week 11","The Buddha of Suburbia (Hanif Kureishi)",
"20th Century Novels of the Diaspora","Week 12","The Buddha of Suburbia (Hanif Kureishi)",
"20th Century Novels of the Diaspora","Week 13","The Buddha of Suburbia (Hanif Kureishi)",
"20th Century Novels of the Diaspora","Week 14","The Buddha of Suburbia (Hanif Kureishi)",
"20th Century Novels of the Diaspora","Week 15","The Buddha of Suburbia (Hanif Kureishi)",
"20th Century Novels of the Diaspora","Week 16","The Farming of Bones (Edwidge Danticat)",
"20th Century Novels of the Diaspora","Week 17","The Farming of Bones (Edwidge Danticat)",
"20th Century Novels of the Diaspora","Week 18","The Farming of Bones (Edwidge Danticat)",
"20th Century Novels of the Diaspora","Week 19","The Farming of Bones (Edwidge Danticat)",
"20th Century Novels of the Diaspora","Week 20","The Farming of Bones (Edwidge Danticat)",
"20th Century Novels of the Diaspora","Week 21","Lucy (Jamaica Kincaid)",
"20th Century Novels of the Diaspora","Week 22","Lucy (Jamaica Kincaid)",
"20th Century Novels of the Diaspora","Week 23","Lucy (Jamaica Kincaid)",
"20th Century Novels of the Diaspora","Week 24","Lucy (Jamaica Kincaid)",
"20th Century Novels of the Diaspora","Week 25","Lucy (Jamaica Kincaid)",
"20th Century Novels of the Diaspora","Week 26","The Book of Unknown Americans (Cristina Henríquez)",
"20th Century Novels of the Diaspora","Week 27","The Book of Unknown Americans (Cristina Henríquez)",
"20th Century Novels of the Diaspora","Week 28","The Book of Unknown Americans (Cristina Henríquez)",
"20th Century Novels of the Diaspora","Week 29","The Book of Unknown Americans (Cristina Henríquez)",
"20th Century Novels of the Diaspora","Week 30","The Book of Unknown Americans (Cristina Henríquez)",
"20th Century Poetry","Week 1","Placeholder: Theme - Individual vs. Society (Frost, Pound, Eliot)",
"20th Century Poetry","Week 2","Placeholder: Theme - Individual vs. Society (Hughes, Auden, Stevens)",
"20th Century Poetry","Week 3","Placeholder: Theme - Individual vs. Society (Plath, Angelou, Heaney)",
"20th Century Poetry","Week 4","Placeholder: Theme - Individual vs. Society (Analysis & Essay)",
"20th Century Poetry","Week 5","Placeholder: Theme - Individual vs. Society (Essay Review)",
"20th Century Poetry","Week 6","Placeholder: Theme - War (Owen, Sassoon, Yeats)",
"20th Century Poetry","Week 7","Placeholder: Theme - War (Auden, Jarrell, Brooks, Levertov)",
"20th Century Poetry","Week 8","Placeholder: Theme - War (Analysis & Essay)",
"20th Century Poetry","Week 9","Placeholder: Theme - War (Essay Review)",
"20th Century Poetry","Week 10","Placeholder: Theme - Love (Cummings, Millay, Auden)",
"20th Century Poetry","Week 11","Placeholder: Theme - Love (Plath, Neruda, Bishop, Rich)",
"20th Century Poetry","Week 12","Placeholder: Theme - Love (Analysis & Essay)",
"20th Century Poetry","Week 13","Placeholder: Theme - Love (Essay Review)",
"20th Century Poetry","Week 14","Placeholder: Theme - Death, Loss, Survival (Thomas, Plath, Sexton)",
"20th Century Poetry","Week 15","Placeholder: Theme - Death, Loss, Survival (Bishop, Roethke, Larkin)",
"20th Century Poetry","Week 16","Placeholder: Theme - Death, Loss, Survival (Analysis & Essay)",
"20th Century Poetry","Week 17","Placeholder: Theme - Death, Loss, Survival (Essay Review)",
"20th Century Poetry","Week 18","Placeholder: Theme - Coming of Age/Growth (Thomas, Hughes, Rich)",
"20th Century Poetry","Week 19","Placeholder: Theme - Coming of Age/Growth (Heaney, Brooks)",
"20th Century Poetry","Week 20","Placeholder: Theme - Coming of Age/Growth (Analysis & Essay)",
"20th Century Poetry","Week 21","Placeholder: Theme - Coming of Age/Growth (Essay Review)",
"20th Century Poetry","Week 22","Placeholder: Theme - Modernity & Postmodernity (Eliot, Pound, Williams)",
"20th Century Poetry","Week 23","Placeholder: Theme - Modernity & Postmodernity (Stevens, Ashbery, O'Hara)",
"20th Century Poetry","Week 24","Placeholder: Theme - Modernity & Postmodernity (Analysis & Essay)",
"20th Century Poetry","Week 25","Placeholder: Theme - Modernity & Postmodernity (Essay Review)",
"20th Century Poetry","Week 26","Placeholder: Poetic Movements - Modernism, Imagism",
"20th Century Poetry","Week 27","Placeholder: Poetic Movements - Harlem Renaissance, Confessional Poetry",
"20th Century Poetry","Week 28","Placeholder: Poetic Movements - Postmodernism",
"20th Century Poetry","Week 29","Placeholder: Final Unit Essay Prep",
"20th Century Poetry","Week 30","Placeholder: Final Unit Essay Submission & Review",
"20th Century Spanish and Portuguese Canon","Week 1","The House of the Spirits (Isabel Allende)",
"20th Century Spanish and Portuguese Canon","Week 2","The House of the Spirits (Isabel Allende)",
"20th Century Spanish and Portuguese Canon","Week 3","The House of the Spirits (Isabel Allende)",
"20th Century Spanish and Portuguese Canon","Week 4","The House of the Spirits (Isabel Allende)",
"20th Century Spanish and Portuguese Canon","Week 5","The House of the Spirits (Isabel Allende)",
"20th Century Spanish and Portuguese Canon","Week 6","One Hundred Years of Solitude (Gabriel García Márquez)",
"20th Century Spanish and Portuguese Canon","Week 7","One Hundred Years of Solitude (Gabriel García Márquez)",
"20th Century Spanish and Portuguese Canon","Week 8","One Hundred Years of Solitude (Gabriel García Márquez)",
"20th Century Spanish and Portuguese Canon","Week 9","One Hundred Years of Solitude (Gabriel García Márquez)",
"20th Century Spanish and Portuguese Canon","Week 10","One Hundred Years of Solitude (Gabriel García Márquez)",
"20th Century Spanish and Portuguese Canon","Week 11","Ficciones (Jorge Luis Borges - Selections)",
"20th Century Spanish and Portuguese Canon","Week 12","Ficciones (Jorge Luis Borges - Selections)",
"20th Century Spanish and Portuguese Canon","Week 13","Ficciones (Jorge Luis Borges - Selections)",
"20th Century Spanish and Portuguese Canon","Week 14","Ficciones (Jorge Luis Borges - Selections)",
"20th Century Spanish and Portuguese Canon","Week 15","Ficciones (Jorge Luis Borges - Selections)",
"20th Century Spanish and Portuguese Canon","Week 16","The Death of Artemio Cruz (Carlos Fuentes)",
"20th Century Spanish and Portuguese Canon","Week 17","The Death of Artemio Cruz (Carlos Fuentes)",
"20th Century Spanish and Portuguese Canon","Week 18","The Death of Artemio Cruz (Carlos Fuentes)",
"20th Century Spanish and Portuguese Canon","Week 19","The Death of Artemio Cruz (Carlos Fuentes)",
"20th Century Spanish and Portuguese Canon","Week 20","The Death of Artemio Cruz (Carlos Fuentes)",
"20th Century Spanish and Portuguese Canon","Week 21","The Time of the Hero (Mario Vargas Llosa)",
"20th Century Spanish and Portuguese Canon","Week 22","The Time of the Hero (Mario Vargas Llosa)",
"20th Century Spanish and Portuguese Canon","Week 23","The Time of the Hero (Mario Vargas Llosa)",
"20th Century Spanish and Portuguese Canon","Week 24","The Time of the Hero (Mario Vargas Llosa)",
"20th Century Spanish and Portuguese Canon","Week 25","The Time of the Hero (Mario Vargas Llosa)",
"20th Century Spanish and Portuguese Canon","Week 26","Blindness (José Saramago)",
"20th Century Spanish and Portuguese Canon","Week 27","Blindness (José Saramago)",
"20th Century Spanish and Portuguese Canon","Week 28","Blindness (José Saramago)",
"20th Century Spanish and Portuguese Canon","Week 29","Blindness (José Saramago)",
"20th Century Spanish and Portuguese Canon","Week 30","Blindness (José Saramago)",
"21st Century American Novel","Week 1","The Underground Railroad (Colson Whitehead)",
"21st Century American Novel","Week 2","The Underground Railroad (Colson Whitehead)",
"21st Century American Novel","Week 3","The Underground Railroad (Colson Whitehead)",
"21st Century American Novel","Week 4","The Brief Wondrous Life of Oscar Wao (Junot Diaz)",
"21st Century American Novel","Week 5","The Brief Wondrous Life of Oscar Wao (Junot Diaz)",
"21st Century American Novel","Week 6","The Brief Wondrous Life of Oscar Wao (Junot Diaz)",
"21st Century American Novel","Week 7","Middlesex (Jeffrey Eugenides)",
"21st Century American Novel","Week 8","Middlesex (Jeffrey Eugenides)",
"21st Century American Novel","Week 9","Middlesex (Jeffrey Eugenides)",
"21st Century American Novel","Week 10","Gilead (Marilynne Robinson)",
"21st Century American Novel","Week 11","Gilead (Marilynne Robinson)",
"21st Century American Novel","Week 12","Gilead (Marilynne Robinson)",
"21st Century American Novel","Week 13","The Flamethrowers (Rachel Kushner)",
"21st Century American Novel","Week 14","The Flamethrowers (Rachel Kushner)",
"21st Century American Novel","Week 15","The Flamethrowers (Rachel Kushner)",
"21st Century American Novel","Week 16","Freedom (Jonathan Franzen)",
"21st Century American Novel","Week 17","Freedom (Jonathan Franzen)",
"21st Century American Novel","Week 18","Freedom (Jonathan Franzen)",
"21st Century American Novel","Week 19","Salvage the Bones (Jesmyn Ward)",
"21st Century American Novel","Week 20","Salvage the Bones (Jesmyn Ward)",
"21st Century American Novel","Week 21","Salvage the Bones (Jesmyn Ward)",
"21st Century American Novel","Week 22","The Sellout (Paul Beatty)",
"21st Century American Novel","Week 23","The Sellout (Paul Beatty)",
"21st Century American Novel","Week 24","The Sellout (Paul Beatty)",
"21st Century American Novel","Week 25","Leaving the Atocha Station (Ben Lerner)",
"21st Century American Novel","Week 26","Leaving the Atocha Station (Ben Lerner)",
"21st Century American Novel","Week 27","Leaving the Atocha Station (Ben Lerner)",
"21st Century American Novel","Week 28","The Road (Cormac McCarthy)",
"21st Century American Novel","Week 29","The Road (Cormac McCarthy)",
"21st Century American Novel","Week 30","The Road (Cormac McCarthy)",
"4-6 Reading & Writing","Week 1","Tuck Everlasting (Natalie Babbitt)",
"4-6 Reading & Writing","Week 2","Tuck Everlasting (Natalie Babbitt)",
"4-6 Reading & Writing","Week 3","Tuck Everlasting (Natalie Babbitt)",
"4-6 Reading & Writing","Week 4","Wonder (R.J. Palacio)",
"4-6 Reading & Writing","Week 5","Wonder (R.J. Palacio)",
"4-6 Reading & Writing","Week 6","Wonder (R.J. Palacio)",
"4-6 Reading & Writing","Week 7","Bud, Not Buddy (Christopher Paul Curtis)",
"4-6 Reading & Writing","Week 8","Bud, Not Buddy (Christopher Paul Curtis)",
"4-6 Reading & Writing","Week 9","Bud, Not Buddy (Christopher Paul Curtis)",
"4-6 Reading & Writing","Week 10","Esperanza Rising (Pam Muñoz Ryan)",
"4-6 Reading & Writing","Week 11","Esperanza Rising (Pam Muñoz Ryan)",
"4-6 Reading & Writing","Week 12","Esperanza Rising (Pam Muñoz Ryan)",
"4-6 Reading & Writing","Week 13","The War of the Worlds (H.G. Wells, adapted)",
"4-6 Reading & Writing","Week 14","The War of the Worlds (H.G. Wells, adapted)",
"4-6 Reading & Writing","Week 15","Placeholder: Midterm Review & Essay",
"4-6 Reading & Writing","Week 16","Hatchet (Gary Paulsen)",
"4-6 Reading & Writing","Week 17","Hatchet (Gary Paulsen)",
"4-6 Reading & Writing","Week 18","Hatchet (Gary Paulsen)",
"4-6 Reading & Writing","Week 19","Where the Mountain Meets the Moon (Grace Lin)",
"4-6 Reading & Writing","Week 20","Where the Mountain Meets the Moon (Grace Lin)",
"4-6 Reading & Writing","Week 21","Where the Mountain Meets the Moon (Grace Lin)",
"4-6 Reading & Writing","Week 22","Placeholder: Selected Stories by Edgar Allan Poe (adapted)",
"4-6 Reading & Writing","Week 23","Placeholder: Selected Stories by Edgar Allan Poe (adapted)",
"4-6 Reading & Writing","Week 24","Watership Down (Richard Adams, adapted)",
"4-6 Reading & Writing","Week 25","Watership Down (Richard Adams, adapted)",
"4-6 Reading & Writing","Week 26","Watership Down (Richard Adams, adapted)",
"4-6 Reading & Writing","Week 27","Placeholder: Selected Stories by Ray Bradbury (adapted)",
"4-6 Reading & Writing","Week 28","Placeholder: Selected Stories by Ray Bradbury (adapted)",
"4-6 Reading & Writing","Week 29","Placeholder: Final Review & Creative Writing",
"4-6 Reading & Writing","Week 30","Placeholder: Final Essay Assessment",
"7-9 Reading and Writing","Week 1","To Kill a Mockingbird (Harper Lee)",
"7-9 Reading and Writing","Week 2","To Kill a Mockingbird (Harper Lee)",
"7-9 Reading and Writing","Week 3","To Kill a Mockingbird (Harper Lee)",
"7-9 Reading and Writing","Week 4","Of Mice and Men (John Steinbeck)",
"7-9 Reading and Writing","Week 5","Of Mice and Men (John Steinbeck)",
"7-9 Reading and Writing","Week 6","King Lear (William Shakespeare)",
"7-9 Reading and Writing","Week 7","King Lear (William Shakespeare)",
"7-9 Reading and Writing","Week 8","King Lear (William Shakespeare)",
"7-9 Reading and Writing","Week 9","As You Like It (William Shakespeare)",
"7-9 Reading and Writing","Week 10","As You Like It (William Shakespeare)",
"7-9 Reading and Writing","Week 11","The Curious Incident of the Dog in the Night-Time (Mark Haddon)",
"7-9 Reading and Writing","Week 12","The Curious Incident of the Dog in the Night-Time (Mark Haddon)",
"7-9 Reading and Writing","Week 13","The Curious Incident of the Dog in the Night-Time (Mark Haddon)",
"7-9 Reading and Writing","Week 14","Placeholder: Selected Stories by Ray Bradbury",
"7-9 Reading and Writing","Week 15","Placeholder: Selected Stories by Ray Bradbury",
"7-9 Reading and Writing","Week 16","Into the Wild (Jon Krakauer)",
"7-9 Reading and Writing","Week 17","Into the Wild (Jon Krakauer)",
"7-9 Reading and Writing","Week 18","Into the Wild (Jon Krakauer)",
"7-9 Reading and Writing","Week 19","Life of Pi (Yann Martel)",
"7-9 Reading and Writing","Week 20","Life of Pi (Yann Martel)",
"7-9 Reading and Writing","Week 21","Life of Pi (Yann Martel)",
"7-9 Reading and Writing","Week 22","We Have Always Lived in the Castle (Shirley Jackson)",
"7-9 Reading and Writing","Week 23","We Have Always Lived in the Castle (Shirley Jackson)",
"7-9 Reading and Writing","Week 24","We Have Always Lived in the Castle (Shirley Jackson)",
"7-9 Reading and Writing","Week 25","Placeholder: Selected Stories by Ernest Hemingway",
"7-9 Reading and Writing","Week 26","Placeholder: Selected Stories by Ernest Hemingway",
"7-9 Reading and Writing","Week 27","Looking for Alaska (John Green)",
"7-9 Reading and Writing","Week 28","Looking for Alaska (John Green)",
"7-9 Reading and Writing","Week 29","Looking for Alaska (John Green)",
"7-9 Reading and Writing","Week 30","Placeholder: Final Analytical Essay & Course Review",
"Advanced Placement Art History","Week 1","Placeholder: AP Unit 1 - Global Prehistory (Introduction, Lascaux Caves)",
"Advanced Placement Art History","Week 2","Placeholder: AP Unit 1 - Global Prehistory (Key Works, Analysis)",
"Advanced Placement Art History","Week 3","Placeholder: AP Unit 2 - Ancient Mediterranean (Near East - Sumerian, Akkadian)",
"Advanced Placement Art History","Week 4","Placeholder: AP Unit 2 - Ancient Mediterranean (Egypt - Old, Middle, New Kingdom)",
"Advanced Placement Art History","Week 5","Placeholder: AP Unit 2 - Ancient Mediterranean (Aegean, Greek Archaic & Classical)",
"Advanced Placement Art History","Week 6","Placeholder: AP Unit 2 - Ancient Mediterranean (Greek Hellenistic, Etruscan, Roman Republic)",
"Advanced Placement Art History","Week 7","Placeholder: AP Unit 2 - Ancient Mediterranean (Roman Empire); Unit 3 - Early Europe (Early Christian, Byzantine)",
"Advanced Placement Art History","Week 8","Placeholder: AP Unit 3 - Early Europe (Islamic Art - Umayyad, Abbasid, Spain)",
"Advanced Placement Art History","Week 9","Placeholder: AP Unit 3 - Early Europe (Early Medieval, Romanesque)",
"Advanced Placement Art History","Week 10","Placeholder: AP Unit 3 - Early Europe (Gothic Art)",
"Advanced Placement Art History","Week 11","Placeholder: AP Unit 4 - Later Europe & Americas (14th C. Italy, 15th C. Northern Europe)",
"Advanced Placement Art History","Week 12","Placeholder: AP Unit 4 - Later Europe & Americas (15th C. Italian Renaissance)",
"Advanced Placement Art History","Week 13","Placeholder: AP Unit 4 - Later Europe & Americas (16th C. High Renaissance & Mannerism)",
"Advanced Placement Art History","Week 14","Placeholder: AP Unit 4 - Later Europe & Americas (17th C. Baroque)",
"Advanced Placement Art History","Week 15","Placeholder: AP Unit 4 - Later Europe & Americas (Colonial Americas)",
"Advanced Placement Art History","Week 16","Placeholder: AP Unit 5 - Indigenous Americas (Mesoamerica, Andes)",
"Advanced Placement Art History","Week 17","Placeholder: AP Unit 5 - Indigenous Americas (North America); Unit 6 - Africa (Various Regions)",
"Advanced Placement Art History","Week 18","Placeholder: AP Unit 6 - Africa (Continued); Unit 7 - West & Central Asia (Persian, Ottoman)",
"Advanced Placement Art History","Week 19","Placeholder: AP Unit 8 - South, East, & Southeast Asia (India, China - Early Dynasties)",
"Advanced Placement Art History","Week 20","Placeholder: AP Unit 8 - South, East, & Southeast Asia (China - Later Dynasties, Japan)",
"Advanced Placement Art History","Week 21","Placeholder: AP Unit 8 - South, East, & Southeast Asia (Southeast Asia); Unit 9 - The Pacific",
"Advanced Placement Art History","Week 22","Placeholder: AP Unit 10 - Global Contemporary (18th C. Europe - Rococo, Neoclassicism)",
"Advanced Placement Art History","Week 23","Placeholder: AP Unit 10 - Global Contemporary (19th C. Europe - Romanticism, Realism, Impressionism)",
"Advanced Placement Art History","Week 24","Placeholder: AP Unit 10 - Global Contemporary (Late 19th C. - Post-Impressionism, Symbolism)",
"Advanced Placement Art History","Week 25","Placeholder: AP Unit 10 - Global Contemporary (Early 20th C. - Fauvism, Cubism, Expressionism, Dada, Surrealism)",
"Advanced Placement Art History","Week 26","Placeholder: AP Unit 10 - Global Contemporary (Mid-20th C. - Abstract Expressionism, Pop Art)",
"Advanced Placement Art History","Week 27","Placeholder: AP Unit 10 - Global Contemporary (Late 20th C. to Present - Postmodernism, Contemporary Issues)",
"Advanced Placement Art History","Week 28","Placeholder: AP Exam Review - Thematic Connections",
"Advanced Placement Art History","Week 29","Placeholder: AP Exam Review - Essay Writing Practice (FRQ)",
"Advanced Placement Art History","Week 30","Placeholder: AP Exam Review - Full Practice Exam",
"Advanced Placement Comparative Government and Politics","Week 1","Placeholder: AP Unit 1 - Political Systems, Regimes, & Govts (Intro)",
"Advanced Placement Comparative Government and Politics","Week 2","Placeholder: AP Unit 1 - UK Case Study",
"Advanced Placement Comparative Government and Politics","Week 3","Placeholder: AP Unit 1 - Russia Case Study",
"Advanced Placement Comparative Government and Politics","Week 4","Placeholder: AP Unit 1 - China Case Study",
"Advanced Placement Comparative Government and Politics","Week 5","Placeholder: AP Unit 1 - Iran Case Study",
"Advanced Placement Comparative Government and Politics","Week 6","Placeholder: AP Unit 1 - Mexico Case Study",
"Advanced Placement Comparative Government and Politics","Week 7","Placeholder: AP Unit 1 - Nigeria Case Study",
"Advanced Placement Comparative Government and Politics","Week 8","Placeholder: AP Unit 2 - Political Institutions (Legislatures)",
"Advanced Placement Comparative Government and Politics","Week 9","Placeholder: AP Unit 2 - Political Institutions (Executives)",
"Advanced Placement Comparative Government and Politics","Week 10","Placeholder: AP Unit 2 - Political Institutions (Judiciaries)",
"Advanced Placement Comparative Government and Politics","Week 11","Placeholder: AP Unit 2 - Bureaucracies & Comparative Analysis",
"Advanced Placement Comparative Government and Politics","Week 12","Placeholder: AP Unit 3 - Political Culture & Participation (Citizens & State)",
"Advanced Placement Comparative Government and Politics","Week 13","Placeholder: AP Unit 3 - Political Culture & Participation (Social Cleavages)",
"Advanced Placement Comparative Government and Politics","Week 14","Placeholder: AP Unit 3 - Political Culture & Participation (Civil Society)",
"Advanced Placement Comparative Government and Politics","Week 15","Placeholder: Midterm Review / Comparative FRQ Practice",
"Advanced Placement Comparative Government and Politics","Week 16","Placeholder: AP Unit 4 - Party & Electoral Systems (Party Systems)",
"Advanced Placement Comparative Government and Politics","Week 17","Placeholder: AP Unit 4 - Party & Electoral Systems (Elections)",
"Advanced Placement Comparative Government and Politics","Week 18","Placeholder: AP Unit 4 - Party & Electoral Systems (Citizen Organizations)",
"Advanced Placement Comparative Government and Politics","Week 19","Placeholder: AP Unit 5 - Political & Economic Changes (Democratization)",
"Advanced Placement Comparative Government and Politics","Week 20","Placeholder: AP Unit 5 - Political & Economic Changes (Economic Liberalization)",
"Advanced Placement Comparative Government and Politics","Week 21","Placeholder: AP Unit 5 - Political & Economic Changes (Globalization)",
"Advanced Placement Comparative Government and Politics","Week 22","Placeholder: Comparative Analysis - UK & Russia",
"Advanced Placement Comparative Government and Politics","Week 23","Placeholder: Comparative Analysis - China & Iran",
"Advanced Placement Comparative Government and Politics","Week 24","Placeholder: Comparative Analysis - Mexico & Nigeria",
"Advanced Placement Comparative Government and Politics","Week 25","Placeholder: Quantitative Analysis FRQ Practice",
"Advanced Placement Comparative Government and Politics","Week 26","Placeholder: Conceptual Analysis FRQ Practice",
"Advanced Placement Comparative Government and Politics","Week 27","Placeholder: Argumentative Essay FRQ Practice",
